.model_row_id,site,participant_key,local_date,value,response_value,photoperiod_hours,photoperiod_centered_hours,latitude_deg,absolute_latitude_10deg_centered,metric_support_available,metric_support_valid_minutes,metric_support_expected_minutes,metric_any_censored
BAUA::BAUA_S001::2025-06-11,BAUA,BAUA::BAUA_S001,2025-06-11,8.216666666666667,8.216666666666667,18.13485554655393,4.25350146809696,51.498204,1.225052773019581,FALSE,,,
BAUA::BAUA_S001::2025-06-12,BAUA,BAUA::BAUA_S001,2025-06-12,5.333333333333333,5.333333333333333,18.15373947189914,4.272385393442171,51.498204,1.225052773019581,FALSE,,,
BAUA::BAUA_S001::2025-06-13,BAUA,BAUA::BAUA_S001,2025-06-13,5.316666666666666,5.316666666666666,18.170627665254806,4.289273586797837,51.498204,1.225052773019581,FALSE,,,
BAUA::BAUA_S002::2025-06-11,BAUA,BAUA::BAUA_S002,2025-06-11,4.983333333333333,4.983333333333333,18.13485554655393,4.25350146809696,51.498204,1.225052773019581,FALSE,,,
BAUA::BAUA_S002::2025-06-12,BAUA,BAUA::BAUA_S002,2025-06-12,3.3666666666666667,3.3666666666666667,18.15373947189914,4.272385393442171,51.498204,1.225052773019581,FALSE,,,
BAUA::BAUA_S002::2025-06-13,BAUA,BAUA::BAUA_S002,2025-06-13,5.7,5.7,18.170627665254806,4.289273586797837,51.498204,1.225052773019581,FALSE,,,
BAUA::BAUA_S002::2025-06-14,BAUA,BAUA::BAUA_S002,2025-06-14,4.4,4.4,18.18549463795291,4.304140559495941,51.498204,1.225052773019581,FALSE,,,
BAUA::BAUA_S002::2025-06-15,BAUA,BAUA::BAUA_S002,2025-06-15,5.266666666666667,5.266666666666667,18.198317792680527,4.316963714223558,51.498204,1.225052773019581,FALSE,,,
BAUA::BAUA_S002::2025-06-16,BAUA,BAUA::BAUA_S002,2025-06-16,3.25,3.25,18.20907755719291,4.32772347873594,51.498204,1.225052773019581,FALSE,,,
BAUA::BAUA_S003::2025-06-11,BAUA,BAUA::BAUA_S003,2025-06-11,1.3666666666666667,1.3666666666666667,18.13485554655393,4.25350146809696,51.498204,1.225052773019581,FALSE,,,
BAUA::BAUA_S003::2025-06-12,BAUA,BAUA::BAUA_S003,2025-06-12,0.2833333333333333,0.2833333333333333,18.15373947189914,4.272385393442171,51.498204,1.225052773019581,FALSE,,,
BAUA::BAUA_S003::2025-06-13,BAUA,BAUA::BAUA_S003,2025-06-13,5.066666666666666,5.066666666666666,18.170627665254806,4.289273586797837,51.498204,1.225052773019581,FALSE,,,
BAUA::BAUA_S003::2025-06-14,BAUA,BAUA::BAUA_S003,2025-06-14,2.216666666666667,2.216666666666667,18.18549463795291,4.304140559495941,51.498204,1.225052773019581,FALSE,,,
BAUA::BAUA_S003::2025-06-15,BAUA,BAUA::BAUA_S003,2025-06-15,0.016666666666666666,0.016666666666666666,18.198317792680527,4.316963714223558,51.498204,1.225052773019581,FALSE,,,
BAUA::BAUA_S003::2025-06-16,BAUA,BAUA::BAUA_S003,2025-06-16,0.18333333333333332,0.18333333333333332,18.20907755719291,4.32772347873594,51.498204,1.225052773019581,FALSE,,,
BAUA::BAUA_S004::2025-06-11,BAUA,BAUA::BAUA_S004,2025-06-11,3.2333333333333334,3.2333333333333334,18.13485554655393,4.25350146809696,51.498204,1.225052773019581,FALSE,,,
BAUA::BAUA_S004::2025-06-12,BAUA,BAUA::BAUA_S004,2025-06-12,4.883333333333334,4.883333333333334,18.15373947189914,4.272385393442171,51.498204,1.225052773019581,FALSE,,,
BAUA::BAUA_S004::2025-06-13,BAUA,BAUA::BAUA_S004,2025-06-13,3.316666666666667,3.316666666666667,18.170627665254806,4.289273586797837,51.498204,1.225052773019581,FALSE,,,
BAUA::BAUA_S004::2025-06-14,BAUA,BAUA::BAUA_S004,2025-06-14,3.433333333333333,3.433333333333333,18.18549463795291,4.304140559495941,51.498204,1.225052773019581,FALSE,,,
BAUA::BAUA_S004::2025-06-15,BAUA,BAUA::BAUA_S004,2025-06-15,2.35,2.35,18.198317792680527,4.316963714223558,51.498204,1.225052773019581,FALSE,,,
